,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
390564,390565,B001CRSR0U,A3C43QBY8R3832,Introspective Falcon,0,0,5,1344902400,An Aromatic and Delectable Experience,"This is one of my favorite Amy's ""canned"" products.  It's flavor is unique and comforting. If you love the taste, smell, and spiciness of Indian curry, you gotta give this a try.  It's delectable and memorable!"
110459,110460,B00438XVGU,A26YOSADTVJ64J,Leo Torres,8,12,1,1287532800,Expired Product,I bought this product on September 2010 and this product expires on the 27th of August 2010. I have bought alot of products with amazon and until now I had no problems. I dont understand why Amazon would send me a product that would expire two months after I received it.
481066,481067,B001CO2LOQ,A2D0FYIX2Q5EWD,"Stella ""Used2BZ""",0,0,5,1307232000,It's a miracle.,"Got a shelter dog back in November... Bichon Frise.  We have been thru 7 different brands of food and also boiling chicken and rice for him as well. His digestive system is a mess, and recently we learned his pancreas  numbers were off as well. This is why we decided to go low fat.<br /><br />It has been 12 days and the improvement is remarkable. We finally have good poop. It's a miracle!  PLUS he liked it right away as well.<br /><br />I researched dozens of dog foods over the last 6 months, and recently at least 6 low fat dry foods. This one appeared to be the best, and it is definitely the best for our dog!  We are VERY HAPPY with our choice. Plus it magically comes to the door via UPS."
553060,553061,B0049DG4WW,A3OO2N8A9E3CHC,"Esther Dezube ""esti""",2,2,5,1320192000,Great Taste,"I was a bit cautious when I first opened the box. I need gluten free and sugar free products with low carbs. This candy fit the bill. The texture is a bit strange but,Wow the candy is tasty and lasts a long time. I bought the ginger, licorice  and raspberry flavor."
333239,333240,B0040Q10TA,AVCYL2LRZ8RSF,Knight,3,3,5,1320019200,Little Bit ogf Tea and Caffeine and Great peach flavor,Love this stuff. Has just a bit of Cafeeine and Green tea and a great peach flavor. The perfect refreshment.
279586,279587,B002ATN0TM,A2JC7UL5SREOZ1,Jackie,0,0,5,1315785600,Spectacular Stuff!,I'm a vegan and I just love this peanut butter! Justin's nut butter is so delicious I can't go a day without having the peanut butter on my apple or bread or just even taking a squeeze pack to go! I recommend every vegan out there to try some of Justin's nut butter!
545150,545151,B001SB4DLC,ACQYIC13JXAOI,Tooncesmom,5,5,5,1309478400,A taste of heaven in a bottle,"Based on a recommendation, I purchased an order of Claude's Brisket Marinade through Amazon and tried it on a brisket. This is a cut of beef I've never used before, but after tasting the mouthwatering deliciousness of this cut and Claude's, I am hooked. Last week I bought a second brisket and cooked it with the same amazing results. The recipe is on the bottle, however, there's a more in-depth recipe on the Claude's website, plus a brisket salad recipe and others.<br /><br />While the recipe suggests a roasting temperature of 300 degrees, I chose to cook the meat in a 225 degree oven--8 hours for a four pound brisket. I used a Le Creuset roasting pan with a layer of foil placed between the pan and the cover. No juices cooked away and the result was a fork-tender cut of meat.<br /><br />Honestly, this is the best marinade I've ever tasted."
239396,239397,B0056GL5Q6,A2TZV3FTVF6BTM,Zorro,0,0,5,1335398400,Great unsweetened cocoa powder that doesn't make you break out,"I've been using this cocoa powder very regularly for about 4 weeks now (I mix it with a denatured whey that I drink in the mornings), and I really, really like it.<br /><br />First of all, it adds a great chocolate taste to my whey drink.<br /><br />And secondly (and of equal import!), it doesn't make me break out.<br /><br />All other chocolate that I consume makes me break out, so, of course, I can't eat/drink it very often.<br /><br />Thanks heavens this isn't true about this Nestle Toll House Cocoa.<br /><br />I can only hypothesize as to why this is true, and have two possible reasons:<br /><br />  1.  It isn't Dutch-processed (hasn't been alkalized); or<br />  2.  It's a purer form of chocolate that doesn't have some of the additives that<br />  are often added to chocolate.<br /><br />Regardless of whether either of the above hypotheses are true, it simply doesn't make me break out (hooray!!!)!!"
477657,477658,B004VITHY2,ADE49QEOK8CZI,"Jene B. Hynek ""jene hynek""",0,0,5,1310428800,An energy drink without caffeine? Excellent concept!,"I did not realize that there was an energy drink made without caffeine until I stumbled upon this product in Amazon. What an excellent concept! For those who have a difficult time consuming caffeine because it makes you jittery but still need a little extra boost to get your through the day, then you definitely need to try RevHoney Berry Rain. The concept behind the energy boost is that RevHoney is made from real honey so the honey blend mix in the beverage provides the added energy kick. This is an excellent product that actually tastes really good too. I now drink RevHoney not only for the energy boost but as a substitute for a cola as well because it is a healthy drink so it is better for you than the cola drinks. I would definitely recommend this product!"
528702,528703,B000EVMNMI,A28GRFVAA4DU5P,A Texas reviewer,1,13,2,1182124800,I don't know what all the fuss is about.,These are ok. The best way to describe the taste is that they taste exactly like pepsi cola that's gone flat. They're not terrible but they also aren't that great.
44550,44551,B000YF4PZW,A7KF8PGOI06FT,Mailyn James,1,2,1,1297555200,Terrible product,One bite was enough the package went in the trash. Used to buy these in England family favorite this product tasted old
94469,94470,B000EQYW0E,A14TWVGTN8AHNW,"R. Duyckinck ""Panda""",1,1,5,1236470400,Garden of Good Eating soy corn chips,"I love these chips.  Nice alternative to the regular.  Small size, but sturdy enough for the thickest bean dip. Travel well with minimal breakage in bag."
113332,113333,B001ONPMN2,A2158Y2U61AU9G,Lillian37,4,5,5,1263427200,Best Kashi Bar Ever,"The chocolate and coconut flavor is so good. You feel like you are eating something really bad, but you're not. Only 120 calories per bar, 4 grams of fiber, no corn syrup or artificial ingredients. I was under the impression that these would be chewy granola bars because the box says ""tasty little chewies"" on the front but the granola layer is more on the hard/crunchy side. I think it would be better if it was a more chewy bar. I absolutely love the taste though and that's why I'm giving it 5 stars instead of 4 because of the hardness of the granola."
391155,391156,B000E1DSMC,A3JJEBQKMC5ZXH,"J. Edward Few ""Happy Retiree""",0,0,5,1308528000,Fast and superb,"Re:Four Cheese sauce  had a little recipe on the box, so I tried it........and loved it, Mmm good.<br />Add some Italian sausage and sweet peppers, onions, and I was in Heaven.<br />I do a lot of cooking (supervising) and this was just outstanding."
427950,427951,B003KRHDMI,A1K65WQ9WX5PB6,R. Naughton,0,0,5,1326412800,Nifty says it all!,"Bought as a gift for my mother, who recently started drinking coffee again and uses the K-cups.  I bought the chrome because it matched her kitchen.  It does as it is intended to do.  Shiny, attractive, holds enough K-cups that I was able to get rid of the boxes the multi-packs come in, and turns easily.  It also fits in a standard size kitchen cabinet when she needs the counter space.  She has nothing but positive things to say about it.  I just bought a second one for my daughter."
151910,151911,B000BH1NT4,A11PKTC7A95ST,shopper7,0,0,5,1337644800,Great for fruit dip,"I love Jason's Deli fruit dip, and used this item to make an imitation of it.  It works great.  Would buy it again."
368169,368170,B004051IDE,A2PXVMF9DH8NDZ,M. Sarrao,2,2,5,1324166400,Authentic Austrian Taste,"I am so excited to find these on Amazon, for a decent price and with free shipping for Amazon Prime members.  These are made in Austria.  They come in several flavors, but hazelnut is a traditional European, particularly German/Austrian flavor.  It is used in a lot of dishes.  These are yummy.  My Austrian mom used to buy these for my sister and I when we were kids.  When my kids and I were in Austria 6 years ago and in Germany 2 years ago we devoured these whenever we could find them.  Now we can get them any time on Amazon.  I think I will buy them around the holidays!  I recommend these.  They are traditional, authentic and delicious!"
552556,552557,B000H7D1MA,A29VFXTXR6NVEH,"M. Johnston ""KeystoneKop""",0,0,5,1231804800,Smooth and delicious,"I have been a fan of rooibos for several years now. This is my favorite blend. Never cloying or sweet. It's more an 'essence' of vanilla -- not at all an artificial taste.  This red tea is rich in antioxidants.  Very smooth and drinkable with no bitterness. Each bag is wrapped in its own sealed fresh pack.  Perfect for travel.  Organic, so there are no chemicals to worry about. I love it!!!"
130425,130426,B001KVPBS4,A6XFUR2QJP5NL,Charles85mn,1,1,5,1335571200,Simply Amazing flavored nuts!,"These almond flavor by this company brand is simply the best by far.  Great flavor that has the essence of true BBQ taste that is not too spicy.  A great snack whenever and wherever,  you may not be able to eat just one.  to tell the truth,  you might find yourself telling people to keep there hands off your nuts.  yummy!"
